Timestamp, yaw, pitch, roll
2024-02-12 13:55:55.821795, 2, 6, -177
2024-02-12 13:55:55.855210, 3, 6, -177
2024-02-12 13:55:55.888092, 3, 7, -177
2024-02-12 13:55:55.917685, 3, 8, -177
2024-02-12 13:55:55.949932, 3, 6, -176
2024-02-12 13:55:55.980309, 4, 9, -177
2024-02-12 13:55:56.016220, 3, 8, -176
2024-02-12 13:55:56.048219, 3, 8, -176
2024-02-12 13:55:56.079768, 2, 10, -178
2024-02-12 13:55:56.111635, 0, 6, -176
2024-02-12 13:55:56.143560, 4, 7, -178
2024-02-12 13:55:56.181716, 2, 9, -178
2024-02-12 13:55:56.212281, 4, 10, -178
2024-02-12 13:55:56.243227, 2, 12, -176
2024-02-12 13:55:56.276329, 1, 14, -178
2024-02-12 13:55:56.307617, 1, 8, -177
2024-02-12 13:55:56.345757, 2, 12, -177
2024-02-12 13:55:56.375928, 2, 12, -178
2024-02-12 13:55:56.408053, 1, 14, -178
2024-02-12 13:55:56.439543, 1, 8, -177
2024-02-12 13:55:56.471808, 4, 8, -176
2024-02-12 13:55:56.505318, 2, 9, -176
2024-02-12 13:55:56.542156, 3, 8, -175
2024-02-12 13:55:56.573177, 1, 12, -175
2024-02-12 13:55:56.605743, 0, 8, -173
2024-02-12 13:55:56.636969, 0, 11, -174
2024-02-12 13:55:56.666436, 1, 8, -171
2024-02-12 13:55:56.703750, -1, 5, -170
2024-02-12 13:55:56.735084, 3, 5, -172
2024-02-12 13:55:56.767429, 0, 5, -171
2024-02-12 13:55:56.800020, 0, 5, -170
2024-02-12 13:55:56.833741, 1, 5, -169
2024-02-12 13:55:56.902170, 2, 6, -169
2024-02-12 13:55:56.932416, 2, 5, -169
2024-02-12 13:55:57.064806, 0, 6, -169
2024-02-12 13:55:57.095382, 0, 4, -171
2024-02-12 13:55:57.128587, 12, 4, 10
2024-02-12 13:55:57.158901, 1, 4, -169
2024-02-12 13:55:57.189883, 1, 3, -170
2024-02-12 13:55:57.230174, 0, 3, -170
2024-02-12 13:55:57.260294, 1, 2, -171
2024-02-12 13:55:57.292542, 0, 4, -171
2024-02-12 13:55:57.323608, 2, 3, -171
2024-02-12 13:55:57.355987, 1, 3, -172
2024-02-12 13:55:57.392546, 1, 5, -171
2024-02-12 13:55:57.423719, 2, 3, -172
2024-02-12 13:55:57.455359, 0, 4, -172
2024-02-12 13:55:57.486847, 1, 5, -172
2024-02-12 13:55:57.518080, 0, 4, -172
2024-02-12 13:55:57.551110, 1, 5, -172
2024-02-12 13:55:57.588615, 0, 3, -173
2024-02-12 13:55:57.618610, 8, 0, 5
2024-02-12 13:55:57.651366, 7, 2, 5
2024-02-12 13:55:57.683383, 8, 1, 5
2024-02-12 13:55:57.716397, 3, 4, -174
2024-02-12 13:55:57.753232, 2, 6, -174
2024-02-12 13:55:57.784320, 1, 7, -175
2024-02-12 13:55:57.817429, 1, 2, -174
2024-02-12 13:55:57.849420, 1, 2, -175
2024-02-12 13:55:57.882039, 6, 0, 3
2024-02-12 13:55:57.918588, 0, 2, -175
2024-02-12 13:55:57.949182, 1, 0, -176
2024-02-12 13:55:57.979861, 1, 3, -176
2024-02-12 13:55:58.012861, 3, 2, -177
2024-02-12 13:55:58.048228, 6, -1, 2
2024-02-12 13:55:58.078191, 6, -5, 0
2024-02-12 13:55:58.111553, 6, -4, 0
2024-02-12 13:55:58.142581, 8, -1, 2
2024-02-12 13:55:58.174081, 8, -2, 1
2024-02-12 13:55:58.207083, 9, -3, 1
2024-02-12 13:55:58.238983, 11, -3, 0
2024-02-12 13:55:58.276806, 8, -6, 0
2024-02-12 13:55:58.306739, 5, -9, 0
2024-02-12 13:55:58.339325, 5, -9, 0
2024-02-12 13:55:58.372096, 4, -11, 0
2024-02-12 13:55:58.404157, 9, -10, 1
2024-02-12 13:55:58.442097, 6, -13, 1
2024-02-12 13:55:58.473370, 7, -15, 1
2024-02-12 13:55:58.505171, 7, -16, 0
2024-02-12 13:55:58.534607, 6, -21, 1
2024-02-12 13:55:58.571534, 7, -16, 0
2024-02-12 13:55:58.600968, 5, -15, 0
2024-02-12 13:55:58.637797, 6, -16, 0
2024-02-12 13:55:58.668953, 9, -13, 3
2024-02-12 13:55:58.698465, 9, -16, 2
2024-02-12 13:55:58.733275, 10, -21, 0
2024-02-12 13:55:58.765028, 7, -13, 3
2024-02-12 13:55:58.801992, 9, -14, 2
2024-02-12 13:55:58.833184, 5, -15, 3
2024-02-12 13:55:58.863972, 8, -14, 2
2024-02-12 13:55:58.895832, 6, -16, 1
2024-02-12 13:55:58.928093, 7, -9, 3
2024-02-12 13:55:58.967068, 4, -11, 3
2024-02-12 13:55:58.996875, 7, -10, 3
2024-02-12 13:55:59.028874, 5, -10, 3
2024-02-12 13:55:59.061104, 7, -8, 4
2024-02-12 13:55:59.093398, 6, -8, 4
2024-02-12 13:55:59.125438, 5, -8, 4
2024-02-12 13:55:59.159151, 6, -8, 5
2024-02-12 13:55:59.190504, 3, -7, 4
2024-02-12 13:55:59.222941, 4, -7, 4
2024-02-12 13:55:59.255100, 1, -2, 5
2024-02-12 13:55:59.286762, 4, -3, 5
2024-02-12 13:55:59.324582, 4, -1, 5
2024-02-12 13:55:59.355257, 1, -4, 5
2024-02-12 13:55:59.389170, 1, -3, 5
2024-02-12 13:55:59.421110, 2, -1, 5
2024-02-12 13:55:59.453033, 4, 0, 6
2024-02-12 13:55:59.488263, -1, 4, -173
2024-02-12 13:55:59.518446, 3, -1, 7
2024-02-12 13:55:59.551566, 1, 1, 6
2024-02-12 13:55:59.582401, 5, 2, 6
2024-02-12 13:55:59.616813, 0, 7, -173
2024-02-12 13:55:59.648632, -5, 9, -173
2024-02-12 13:55:59.688856, 3, 5, 8
2024-02-12 13:55:59.714154, 4, 3, 7
2024-02-12 13:55:59.746780, 2, 5, 8
2024-02-12 13:55:59.778634, -1, 8, -171
2024-02-12 13:55:59.810523, 1, 6, 7
2024-02-12 13:55:59.852002, -2, 13, -172
2024-02-12 13:55:59.880311, 2, 6, 8
2024-02-12 13:55:59.911493, 0, 4, 7
2024-02-12 13:55:59.944903, 2, 5, 7
2024-02-12 13:55:59.977020, 1, 7, 7
2024-02-12 13:56:00.014015, -1, 14, -174
2024-02-12 13:56:00.044842, -3, 6, -175
2024-02-12 13:56:00.076993, -2, 9, -175
2024-02-12 13:56:00.108771, 1, 11, -173
2024-02-12 13:56:00.140991, -3, 14, -174
2024-02-12 13:56:00.173092, 0, 7, 7
2024-02-12 13:56:00.210875, -1, 12, -172
2024-02-12 13:56:00.240960, 3, 12, 6
2024-02-12 13:56:00.273230, -1, 8, -176
2024-02-12 13:56:00.304970, 2, 8, 6
2024-02-12 13:56:00.337934, -1, 11, -176
2024-02-12 13:56:00.371900, -1, 9, -176
2024-02-12 13:56:00.401846, -3, 11, -177
2024-02-12 13:56:00.434241, 0, 12, -175
2024-02-12 13:56:00.469140, 0, 11, 4
2024-02-12 13:56:00.504179, 2, 9, 6
2024-02-12 13:56:00.536394, 2, 12, 4
2024-02-12 13:56:00.567001, -2, 16, -175
2024-02-12 13:56:00.604323, 1, 10, 5
2024-02-12 13:56:00.632609, -4, 13, -174
2024-02-12 13:56:00.663896, 0, 11, 7
2024-02-12 13:56:00.695550, -2, 14, -173
2024-02-12 13:56:00.733205, -1, 12, -172
2024-02-12 13:56:00.763477, -1, 14, -171
2024-02-12 13:56:00.796062, -3, 12, -173
2024-02-12 13:56:00.827393, -1, 16, -173
2024-02-12 13:56:00.861811, -4, 17, -174
2024-02-12 13:56:00.900250, -3, 17, -175
2024-02-12 13:56:00.929543, -1, 11, 6
2024-02-12 13:56:00.958235, -4, 12, -175
2024-02-12 13:56:00.992843, -1, 12, -173
2024-02-12 13:56:01.024578, 0, 5, 6
2024-02-12 13:56:01.062024, -1, 11, -173
2024-02-12 13:56:01.092420, -2, 12, -172
2024-02-12 13:56:01.124776, -2, 9, -174
2024-02-12 13:56:01.154926, 0, 8, -172
2024-02-12 13:56:01.186372, 0, 10, -173
2024-02-12 13:56:01.218001, -2, 8, -176
2024-02-12 13:56:01.257136, -4, 9, -174
2024-02-12 13:56:01.287331, -1, 10, -173
2024-02-12 13:56:01.318641, -3, 11, -176
2024-02-12 13:56:01.350630, -1, 11, -175
2024-02-12 13:56:01.382663, -2, 7, -174
2024-02-12 13:56:01.422406, -2, 6, -174
2024-02-12 13:56:01.449803, 0, 4, 6
2024-02-12 13:56:01.485421, -2, 8, -172
2024-02-12 13:56:01.516492, -2, 7, 7
2024-02-12 13:56:01.548931, -5, 8, -172
2024-02-12 13:56:01.583430, -3, 9, -170
2024-02-12 13:56:01.614947, -3, 9, -172
2024-02-12 13:56:01.649503, 0, 8, 6
2024-02-12 13:56:01.679704, 0, 9, 7
2024-02-12 13:56:01.713162, 1, 2, 8
2024-02-12 13:56:01.745534, 1, 6, 8
2024-02-12 13:56:01.782561, -1, 15, -170
2024-02-12 13:56:01.813037, 2, 8, 9
2024-02-12 13:56:01.845015, 0, 9, 8
2024-02-12 13:56:01.877605, 1, 11, 9
2024-02-12 13:56:01.909362, -3, 12, -170
2024-02-12 13:56:01.946883, 0, 11, 8
2024-02-12 13:56:01.977246, 0, 15, 8
2024-02-12 13:56:02.008663, 0, 12, 8
2024-02-12 13:56:02.041309, -2, 12, -172
2024-02-12 13:56:02.073471, -3, 18, -175
2024-02-12 13:56:02.110927, -1, 10, -174
2024-02-12 13:56:04.433973, 1, 18, -176
2024-02-12 13:56:04.465167, 3, 15, -176
2024-02-12 13:56:04.496313, 3, 16, -176
2024-02-12 13:56:04.528836, 1, 14, -176
2024-02-12 13:56:04.566444, 2, 13, -177
2024-02-12 13:56:04.596923, 3, 14, -177
2024-02-12 13:56:04.628777, 3, 15, -177
2024-02-12 13:56:04.660972, 2, 13, -177
2024-02-12 13:56:04.692620, 1, 12, -177
2024-02-12 13:56:04.730200, 2, 10, -177
2024-02-12 13:56:04.758513, 1, 11, -178
2024-02-12 13:56:04.790982, 1, 10, -177
2024-02-12 13:56:04.823063, 2, 8, -177
2024-02-12 13:56:04.855104, 2, 10, -178
2024-02-12 13:56:04.886331, 2, 10, -179
2024-02-12 13:56:04.924570, 3, 9, -178
2024-02-12 13:56:04.954580, 2, 8, -179
2024-02-12 13:56:04.986573, 2, 7, -178
2024-02-12 13:56:05.018538, 0, 8, -178
2024-02-12 13:56:05.050926, 0, 6, -179
2024-02-12 13:56:05.088263, 2, 8, -178
2024-02-12 13:56:05.119314, 2, 10, -179
2024-02-12 13:56:05.150538, -1, 6, 1
2024-02-12 13:56:05.182486, 3, 6, 1
2024-02-12 13:56:05.216907, 2, 10, -176
2024-02-12 13:56:05.254607, 1, 9, -177
2024-02-12 13:56:05.285145, 4, 10, -177
2024-02-12 13:56:05.316070, 1, 12, -177
2024-02-12 13:56:05.349679, 1, 8, -176
2024-02-12 13:56:05.381216, 0, 9, -177
2024-02-12 13:56:05.412717, 1, 8, -176
2024-02-12 13:56:05.442611, 3, 9, -175
2024-02-12 13:56:05.480013, 0, 8, -176
2024-02-12 13:56:05.510854, 1, 10, -175
2024-02-12 13:56:05.542859, 0, 12, -175
2024-02-12 13:56:05.574894, 1, 10, -175
2024-02-12 13:56:05.613316, 2, 9, -175
2024-02-12 13:56:05.644005, 0, 12, -175
2024-02-12 13:56:05.676795, 0, 10, -175
2024-02-12 13:56:05.707610, -1, 8, -176
2024-02-12 13:56:05.740159, 0, 11, -176
2024-02-12 13:56:05.778094, 0, 9, -175
2024-02-12 13:56:05.809262, 0, 13, -175
2024-02-12 13:56:05.841343, 1, 10, -175
2024-02-12 13:56:05.873233, 0, 9, -174
2024-02-12 13:56:05.905729, 0, 8, -173
2024-02-12 13:56:05.936758, 2, 10, -174
2024-02-12 13:56:05.973843, 1, 8, -175
2024-02-12 13:56:06.005188, 2, 7, -176
2024-02-12 13:56:06.037077, 1, 5, -175
2024-02-12 13:56:06.068776, 0, 7, -174
2024-02-12 13:56:06.101196, 0, 7, -175
2024-02-12 13:56:06.136797, -1, 6, -175
2024-02-12 13:56:06.167224, 1, 6, -175
2024-02-12 13:56:06.200016, 0, 9, -175
2024-02-12 13:56:06.231730, 0, 7, -175
2024-02-12 13:56:06.264579, -1, 8, -176
2024-02-12 13:56:06.302231, 0, 5, -175
2024-02-12 13:56:06.333299, 0, 8, -175
2024-02-12 13:56:06.366160, 0, 8, -175
2024-02-12 13:56:06.396458, 0, 7, -174
2024-02-12 13:56:06.429905, 1, 5, -174
2024-02-12 13:56:06.461332, 0, 7, -174
2024-02-12 13:56:06.496335, 0, 6, -173
2024-02-12 13:56:06.526450, 1, 8, -172
2024-02-12 13:56:06.558837, 0, 5, -173
2024-02-12 13:56:06.590647, 1, 3, 7
2024-02-12 13:56:06.623209, 0, 4, -172
2024-02-12 13:56:06.660515, 1, 4, 6
2024-02-12 13:56:06.691160, 2, 5, -173
2024-02-12 13:56:06.722801, 4, 2, -174
2024-02-12 13:56:06.754959, 2, 0, -173
2024-02-12 13:56:06.786367, 3, -2, -174
2024-02-12 13:56:06.824225, 3, 1, -174
2024-02-12 13:56:06.855977, 2, 0, -173
2024-02-12 13:56:06.886547, 3, -2, -174
2024-02-12 13:56:32.465614, -7, -1, 173
2024-02-12 13:56:32.526156, 13, 9, -7
2024-02-12 13:56:32.557562, -11, -5, 172
2024-02-12 13:56:32.597054, 11, 8, -7
2024-02-12 13:56:32.988854, -4, -3, 171
2024-02-12 13:56:33.385898, 14, 12, 3
2024-02-12 13:56:33.416017, -1, -9, 179
2024-02-12 13:56:33.448740, 16, 13, 1
2024-02-12 13:56:33.479794, -2, -6, -178
2024-02-12 13:56:33.510357, -5, -6, -177
2024-02-12 13:56:33.540971, 11, 12, 3
2024-02-12 13:56:33.580343, 8, 11, 0
2024-02-12 13:56:33.608481, -6, -5, -176
2024-02-12 13:56:33.646447, -8, -6, -173
2024-02-12 13:56:33.676921, -3, -6, -173
2024-02-12 13:56:33.706775, -3, -3, -173
2024-02-12 13:56:33.745852, -1, -5, -174
2024-02-12 13:56:33.776435, -5, -1, -172
2024-02-12 13:56:36.983425, 10, 1, -24
2024-02-12 13:56:37.015539, 9, 0, -23
2024-02-12 13:56:37.049474, 13, 3, -23
2024-02-12 13:56:37.081446, 4, 0, -23
2024-02-12 13:56:37.116322, 12, 2, -24
2024-02-12 13:56:37.144886, 0, 3, -24
2024-02-12 13:56:37.178380, 1, 1, -23
2024-02-12 13:56:37.209853, 7, 0, -22
2024-02-12 13:56:37.246703, 7, 0, -22
2024-02-12 13:56:37.277877, 8, -4, -16
2024-02-12 13:56:37.309507, 13, -4, -16
2024-02-12 13:56:37.341902, 7, 0, -14
2024-02-12 13:56:37.373410, 6, -1, -10
2024-02-12 13:56:37.411896, 4, -1, -3
2024-02-12 13:56:37.441345, 19, -5, 0
2024-02-12 13:56:37.473839, 22, -7, 1
2024-02-12 13:56:37.505980, 20, -2, 4
2024-02-12 13:56:37.537531, 10, 2, 3
2024-02-12 13:56:37.581060, 17, 4, 10
2024-02-12 13:56:37.607202, 21, 0, 3
2024-02-12 13:56:37.640247, 17, 0, 1
2024-02-12 13:56:37.672476, 18, 1, 6
2024-02-12 13:56:37.699772, 14, 0, 6
2024-02-12 13:56:37.732021, 19, 2, 7
2024-02-12 13:56:37.772948, 17, -1, 2
2024-02-12 13:56:37.803994, 17, 2, 6
2024-02-12 13:56:37.836274, 14, 5, 6
2024-02-12 13:56:37.863972, 17, 0, 8
2024-02-12 13:56:37.897586, 17, 1, 5
2024-02-12 13:56:37.935531, 13, -3, -168
2024-02-12 13:56:37.966821, 5, 4, 174
2024-02-12 13:56:38.102311, 6, 0, -18
2024-02-12 13:56:38.131232, 5, -3, -18
2024-02-12 13:56:38.164534, 7, 1, -20
2024-02-12 13:56:38.229028, 5, -5, 167
2024-02-12 13:56:38.259605, 6, 3, -16
2024-02-12 13:56:38.328909, 13, 2, -13
2024-02-12 13:56:38.720146, 14, 3, -9
2024-02-12 13:56:38.751568, 15, 2, -9
2024-02-12 13:56:38.786196, 12, 0, -7
2024-02-12 13:56:38.820387, -5, -8, 175
2024-02-12 13:56:38.855374, -5, -6, 175
2024-02-12 13:56:38.881904, 14, 3, -4
2024-02-12 13:56:38.913910, -2, -5, 178
2024-02-12 13:56:38.946153, 12, 4, 0
2024-02-12 13:56:39.901670, 43, 16, 11
2024-02-12 13:56:39.965452, 45, 19, 13
2024-02-12 13:56:39.995686, 39, 13, 11
2024-02-12 13:56:40.033430, 40, 12, 11
2024-02-12 13:56:40.062669, 44, 13, 12
2024-02-12 13:56:40.783553, 41, 10, 4
2024-02-12 13:56:40.813770, 33, 10, 4
2024-02-12 13:56:40.846378, 33, 7, 1
2024-02-12 13:56:40.878256, 29, 6, 1
2024-02-12 13:56:40.915449, 30, 4, 0
2024-02-12 13:56:40.946960, 29, 6, 0
2024-02-12 13:56:40.977825, 33, 9, 0
2024-02-12 13:56:41.011125, 27, 1, -1
2024-02-12 13:56:41.043462, -4, -4, 175
2024-02-12 13:56:41.078580, 18, 4, -3
2024-02-12 13:56:41.112186, 16, 0, -5
2024-02-12 13:56:41.143471, 11, 0, -5
2024-02-12 13:56:41.175729, 13, 1, -6
2024-02-12 13:56:41.207631, 11, 1, -5
2024-02-12 13:56:41.244581, 15, 0, -5
2024-02-12 13:56:41.275582, 10, 0, -7
2024-02-12 13:56:41.307913, 12, -1, -6
2024-02-12 13:56:41.339380, 11, -1, -5
2024-02-12 13:56:41.372444, 15, -1, -6
2024-02-12 13:56:41.400291, 15, -1, -5
2024-02-12 13:56:41.438409, 15, -3, -5
2024-02-12 13:56:41.469559, 13, -2, -5
2024-02-12 13:56:41.500414, 18, -2, -7
2024-02-12 13:56:41.533361, 17, -2, -5
2024-02-12 13:56:41.565076, 19, -1, -5
2024-02-12 13:56:41.602146, 18, -4, -6
2024-02-12 13:56:41.635574, 16, -1, -4
2024-02-12 13:56:41.668652, 17, 0, -3
2024-02-12 13:56:41.700055, 19, 0, -3
2024-02-12 13:56:41.731502, 18, -1, -5
2024-02-12 13:56:41.766046, 23, 0, -6
2024-02-12 13:56:41.799013, 18, 0, -2
2024-02-12 13:56:41.831775, 18, -3, -5
2024-02-12 13:56:41.863869, 17, 0, -5
2024-02-12 13:56:41.895543, 16, 1, -4
2024-02-12 13:56:41.925792, 17, 2, -4
2024-02-12 13:56:41.964240, 18, 2, -4
2024-02-12 13:56:41.994344, 22, 4, -3
2024-02-12 13:56:42.027853, 21, 2, -2
2024-02-12 13:56:42.059273, 19, 4, -1
2024-02-12 13:56:42.091506, 21, 7, 0
2024-02-12 13:56:42.129675, 19, 4, -1
2024-02-12 13:56:42.159347, 21, 6, 0
2024-02-12 13:56:42.191719, 25, 5, 0
2024-02-12 13:56:42.223760, 22, 6, 0
2024-02-12 13:56:42.255586, 23, 6, 0
2024-02-12 13:56:42.290689, 24, 6, 0
2024-02-12 13:56:42.320544, 23, 3, -1
2024-02-12 13:56:42.352778, 21, 5, 0
2024-02-12 13:56:42.388045, 20, 3, -1
2024-02-12 13:56:42.419961, 17, 3, -1
2024-02-12 13:56:42.453111, 16, 5, 0
2024-02-12 13:56:42.487974, 16, 6, 0
2024-02-12 13:56:42.520482, 18, 2, -1
2024-02-12 13:56:42.547270, 16, 4, 0
2024-02-12 13:56:42.581149, 14, 6, 0
2024-02-12 13:56:42.613669, -3, -7, 177
2024-02-12 13:56:42.650540, -7, -5, 178
2024-02-12 13:56:42.680046, -8, -6, 177
2024-02-12 13:56:42.714977, -5, -7, 177
2024-02-12 13:56:42.745055, -6, -6, 177
2024-02-12 13:56:42.780728, -9, -10, 176
2024-02-12 13:56:42.816943, -7, -7, 178
2024-02-12 13:56:42.847641, 6, 1, -3
2024-02-12 13:56:42.880525, -6, -9, 178
2024-02-12 13:56:42.909282, -6, -3, 178
2024-02-12 13:56:42.944316, -9, -8, 178
2024-02-12 13:56:42.975685, 11, 6, -1
2024-02-12 13:56:43.013004, -2, -5, 176
2024-02-12 13:56:43.043456, 1, -5, 176
2024-02-12 13:56:43.075847, 17, 6, 0
2024-02-12 13:56:43.107393, 20, 8, 0
2024-02-12 13:56:43.139609, 20, 8, 0
2024-02-12 13:56:43.179392, 18, 8, 0
2024-02-12 13:56:43.210053, 19, 9, 0
2024-02-12 13:56:43.239438, 15, 9, 0
2024-02-12 13:56:43.273886, 17, 7, 0
2024-02-12 13:56:43.301480, 16, 11, 1
2024-02-12 13:56:43.339568, 14, 9, 0
2024-02-12 13:56:43.370041, 16, 8, 0
2024-02-12 13:56:43.401469, 0, -4, 178
2024-02-12 13:56:43.439750, -3, -5, 178
2024-02-12 13:56:43.465017, 2, -3, 176
2024-02-12 13:56:43.496997, 1, -4, 177
2024-02-12 13:56:43.533253, -1, -3, 178
2024-02-12 13:56:43.564430, -2, -4, 179
2024-02-12 13:56:43.597430, 0, -5, 179
2024-02-12 13:56:43.630001, 14, 9, 0
2024-02-12 13:56:43.662042, 16, 7, 1
2024-02-12 13:56:43.698531, 16, 8, 0
2024-02-12 13:56:43.732038, -4, -8, 177
2024-02-12 13:56:43.761735, 16, 8, 0
2024-02-12 13:56:43.794224, 18, 9, 0
2024-02-12 13:56:43.825863, 19, 10, 1
2024-02-12 13:56:43.863985, -3, -10, 177
2024-02-12 13:56:43.893688, 19, 7, 0
2024-02-12 13:56:43.925958, 21, 8, 1
2024-02-12 13:56:43.960123, 28, 14, 1
2024-02-12 13:56:43.991635, 5, -3, 175
2024-02-12 13:56:44.023879, 9, -2, 174
2024-02-12 13:56:44.058855, 8, -6, 175
2024-02-12 13:56:44.088418, 29, 15, 1
2024-02-12 13:56:44.121797, 7, -3, 175
2024-02-12 13:56:44.152938, 25, 11, 1
2024-02-12 13:56:44.184901, 30, 12, 1
2024-02-12 13:56:44.223322, 30, 13, 1
2024-02-12 13:56:44.253622, 26, 10, 0
