Device Address,Sample Number,Timestamp,X,Y,Z
F9:41:F3:3B:21:24,0,2024-02-05 12:24:57.175829+09:00,-0.72802734375,0.5322265625,-0.43603515625
F9:41:F3:3B:21:24,1,2024-02-05 12:25:00.453674+09:00,-0.5478515625,0.75927734375,-0.39697265625
F9:41:F3:3B:21:24,2,2024-02-05 12:25:00.460994+09:00,-0.54541015625,0.76220703125,-0.408203125
F9:41:F3:3B:21:24,3,2024-02-05 12:25:00.468824+09:00,-0.55224609375,0.7880859375,-0.4091796875
F9:41:F3:3B:21:24,4,2024-02-05 12:25:00.490807+09:00,-0.541015625,0.71728515625,-0.365234375
F9:41:F3:3B:21:24,5,2024-02-05 12:25:00.491318+09:00,-0.5341796875,0.72607421875,-0.36572265625
F9:41:F3:3B:21:24,6,2024-02-05 12:25:00.498701+09:00,-0.54052734375,0.75927734375,-0.38525390625
F9:41:F3:3B:21:24,7,2024-02-05 12:25:00.513364+09:00,-0.53271484375,0.74072265625,-0.37109375
F9:41:F3:3B:21:24,8,2024-02-05 12:25:00.520896+09:00,-0.529296875,0.748046875,-0.373046875
F9:41:F3:3B:21:24,9,2024-02-05 12:25:00.528834+09:00,-0.5263671875,0.7861328125,-0.3857421875
F9:41:F3:3B:21:24,10,2024-02-05 12:25:00.543468+09:00,-0.52734375,0.75439453125,-0.359375
F9:41:F3:3B:21:24,11,2024-02-05 12:25:00.550817+09:00,-0.50439453125,0.72216796875,-0.34912109375
F9:41:F3:3B:21:24,12,2024-02-05 12:25:00.566540+09:00,-0.5087890625,0.75341796875,-0.35791015625
F9:41:F3:3B:21:24,13,2024-02-05 12:25:00.573712+09:00,-0.5146484375,0.7548828125,-0.3525390625
F9:41:F3:3B:21:24,14,2024-02-05 12:25:00.580786+09:00,-0.51025390625,0.74609375,-0.3505859375
F9:41:F3:3B:21:24,15,2024-02-05 12:25:00.588640+09:00,-0.51904296875,0.78515625,-0.35888671875
F9:41:F3:3B:21:24,16,2024-02-05 12:25:00.603686+09:00,-0.51513671875,0.75,-0.34326171875
F9:41:F3:3B:21:24,17,2024-02-05 12:25:00.610851+09:00,-0.501953125,0.73779296875,-0.345703125
F9:41:F3:3B:21:24,18,2024-02-05 12:25:00.618606+09:00,-0.50830078125,0.76123046875,-0.35009765625
F9:41:F3:3B:21:24,19,2024-02-05 12:25:00.633726+09:00,-0.5166015625,0.759765625,-0.3330078125
F9:41:F3:3B:21:24,20,2024-02-05 12:25:00.640820+09:00,-0.52001953125,0.76904296875,-0.33740234375
F9:41:F3:3B:21:24,21,2024-02-05 12:25:00.648720+09:00,-0.52001953125,0.75634765625,-0.33349609375
F9:41:F3:3B:21:24,22,2024-02-05 12:25:00.663402+09:00,-0.50048828125,0.73193359375,-0.3232421875
